PING 2001:da8:aaae::231(2001:da8:aaae::231) 56 data bytes
64 bytes from 2001:da8:aaae::231: icmp_seq=1 ttl=61 time=11.1 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=2 ttl=61 time=19.5 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=3 ttl=61 time=9.77 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=4 ttl=61 time=23.7 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=5 ttl=61 time=24.6 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=6 ttl=61 time=15.2 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=7 ttl=61 time=20.4 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=8 ttl=61 time=17.5 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=9 ttl=61 time=11.4 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=10 ttl=61 time=64.9 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=11 ttl=61 time=147 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=12 ttl=61 time=55.3 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=13 ttl=61 time=21.3 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=14 ttl=61 time=10.0 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=15 ttl=61 time=39.1 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=16 ttl=61 time=29.0 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=17 ttl=61 time=11.2 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=18 ttl=61 time=10.5 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=19 ttl=61 time=21.8 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=20 ttl=61 time=43.8 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=21 ttl=61 time=18.6 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=22 ttl=61 time=21.5 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=23 ttl=61 time=58.8 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=24 ttl=61 time=13.0 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=25 ttl=61 time=27.5 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=26 ttl=61 time=76.0 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=27 ttl=61 time=12.1 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=28 ttl=61 time=15.5 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=29 ttl=61 time=14.3 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=30 ttl=61 time=184 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=31 ttl=61 time=22.4 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=32 ttl=61 time=10.0 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=33 ttl=61 time=20.0 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=34 ttl=61 time=17.6 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=35 ttl=61 time=65.6 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=36 ttl=61 time=12.7 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=37 ttl=61 time=164 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=38 ttl=61 time=12.5 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=39 ttl=61 time=30.8 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=40 ttl=61 time=167 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=41 ttl=61 time=11.5 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=42 ttl=61 time=25.6 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=43 ttl=61 time=28.7 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=44 ttl=61 time=9.17 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=45 ttl=61 time=11.2 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=46 ttl=61 time=11.8 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=47 ttl=61 time=4.89 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=48 ttl=61 time=9.38 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=49 ttl=61 time=37.7 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=50 ttl=61 time=14.2 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=51 ttl=61 time=221 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=52 ttl=61 time=474 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=53 ttl=61 time=32.9 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=54 ttl=61 time=37.8 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=55 ttl=61 time=216 ms
64 bytes from 2001:da8:aaae::231: icmp_seq=56 ttl=61 time=39.4 ms
